Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLine_Javascript,CountLine_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"AbstractStatsDeque.java",AbstractStatsDeque.java,1,1,1,1,6,0,6,0,,,,,1,0,0,5,,9,9,0,9,,0,0,0,9,,72,10,,,,41,16,13,,,21,,,,,,,,,,17,27,18,,,9,,,,,,,,2,2,2,1,,,1,,,,0.51,7,7,7,5
File,"AbstractStreamSession.java",AbstractStreamSession.java,1,1,1,1,5,0,5,0,,,,,1,0,1,12,,13,13,4,13,,0,0,2,11,,117,21,,,,78,27,31,,,18,,,,,,,,,,36,54,27,,,27,,,,,,,,4,4,4,3,,,2,,,,0.23,17,17,17,14
File,"AbstractThreadUnsafeSortedColumns.java",AbstractThreadUnsafeSortedColumns.java,2,2,2,1,8,0,8,0,,,,,1,0,0,8,,9,9,1,9,,0,0,1,8,,111,13,,,,77,22,31,,,22,,,,,,,,,,30,46,22,,,24,,,,,,,,13,13,14,1,,,3,,,,0.29,22,22,23,8
File,"AbstractType.java",AbstractType.java,1,1,1,1,10,0,9,1,,,,,6,1,0,13,,18,17,5,18,,0,0,1,17,,184,18,,,,115,32,42,,,51,,,,,,,,,,44,65,38,,,27,,,,,,,,4,4,4,3,,,1,,,,0.44,19,19,21,15
File,"AbstractWriteResponseHandler.java",AbstractWriteResponseHandler.java,2,2,2,1,12,0,11,0,,,,,1,0,0,2,,4,4,4,4,,0,0,1,3,,72,9,,,,42,21,11,,,21,,,,,,,,,,24,29,21,,,8,,,,,,,,3,3,3,1,,,1,,,,0.50,4,4,4,2
File,"Allocator.java",Allocator.java,1,1,1,1,13,1,9,3,,,,,1,0,0,1,,2,2,0,2,,0,0,0,2,,41,4,,,,15,6,6,,,22,,,,,,,,,,9,11,6,,,5,,,,,,,,1,1,1,1,,,0,,,,1.47,1,1,1,1
File,"AllowAllAuthenticator.java",AllowAllAuthenticator.java,1,1,1,1,4,0,3,0,,,,,1,0,1,3,,3,3,0,3,,0,0,0,3,,46,6,,,,19,9,3,,,21,,,,,,,,,,7,11,9,,,2,,,,,,,,1,1,1,1,,,0,,,,1.11,3,3,3,3
File,"AllowAllAuthority.java",AllowAllAuthority.java,1,1,1,1,4,0,3,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,39,4,,,,14,7,1,,,21,,,,,,,,,,5,8,7,,,1,,,,,,,,1,1,1,1,,,0,,,,1.50,2,2,2,2
File,"AlterTableStatement.java",AlterTableStatement.java,6,4,6,3,21,1,19,0,,,,,2,0,0,5,,3,5,8,5,,0,0,0,5,,157,15,,,,124,31,79,,,19,,,,,,,,,,60,79,31,,,48,,,,,,,,26,16,26,14,,,4,,,,0.15,30,20,30,18
File,"AlterTableStatement.java",AlterTableStatement.java,3,3,4,1,19,2,17,0,,,,,2,1,0,8,,6,7,9,8,,0,0,0,8,,206,28,,,,158,28,89,,,21,,,,,,,,,,59,90,30,,,60,,,,,,,,15,12,17,8,,,4,,,,0.13,31,28,33,15
File,"AntiEntropyService.java",AntiEntropyService.java,1,1,1,1,10,0,9,1,,,,,19,3,6,78,,82,79,41,82,,18,4,2,58,,1167,134,,,,831,230,386,,,203,,,,,,,,,,360,524,241,,,283,,,,,,,,8,8,9,5,,,4,,,,0.24,141,141,149,93
File,"AntiEntropyServiceCounterTest.java",AntiEntropyServiceCounterTest.java,1,1,1,1,6,0,6,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,47,4,,,,23,12,7,,,20,,,,,,,,,,14,17,12,,,5,,,,,,,,1,1,1,1,,,0,,,,0.87,2,2,2,2
File,"AntiEntropyServiceStandardTest.java",AntiEntropyServiceStandardTest.java,1,1,1,1,7,0,7,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,47,4,,,,23,11,7,,,20,,,,,,,,,,14,17,11,,,6,,,,,,,,1,1,1,1,,,0,,,,0.87,2,2,2,2
File,"AntiEntropyServiceTestAbstract.java",AntiEntropyServiceTestAbstract.java,1,1,1,1,16,1,13,1,,,,,2,0,0,11,,13,13,9,13,,2,0,0,11,,267,40,,,,188,86,92,,,39,,,,,,,,,,122,145,83,,,62,,,,,,,,4,4,4,4,,,3,,,,0.21,18,18,18,14
File,"ApplicationState.java",ApplicationState.java,1,1,1,1,0,0,0,0,,,,,1,0,0,2,,0,2,14,2,,0,0,0,2,,41,2,,,,18,16,0,,,21,,,,,,,,,,1,2,2,,,0,,,,,,,,1,1,1,1,,,0,,,,1.17,2,2,2,2
File,"ArrayBackedSortedColumns.java",ArrayBackedSortedColumns.java,1,1,1,1,8,0,7,0,,,,,8,1,1,48,,48,47,4,48,,0,6,1,41,,471,57,,,,348,75,154,,,68,,,,,,,,,,119,195,85,,,110,,,,,,,,11,11,12,4,,,2,,,,0.20,87,87,88,51
File,"ArrayBackedSortedColumnsTest.java",ArrayBackedSortedColumnsTest.java,2,2,2,1,9,1,7,0,,,,,2,0,0,14,,14,14,0,14,,0,8,0,6,,187,36,,,,128,46,70,,,23,,,,,,,,,,81,111,52,,,59,,,,,,,,5,5,5,1,,,1,,,,0.18,32,32,34,14
File,"ArrayUtil.java",ArrayUtil.java,1,1,1,1,5,0,5,0,,,,,1,2,0,2,,2,0,0,2,,0,0,0,2,,39,4,,,,14,5,7,,,21,,,,,,,,,,6,10,5,,,5,,,,,,,,2,2,2,1,,,1,,,,1.50,3,3,3,2
File,"ArrivalWindowTest.java",ArrivalWindowTest.java,1,1,1,1,16,2,11,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,50,9,,,,18,7,8,,,23,,,,,,,,,,11,13,6,,,7,,,,,,,,1,1,1,1,,,0,,,,1.28,1,1,1,1
File,"AsciiType.java",AsciiType.java,1,1,1,1,5,0,5,0,,,,,1,0,1,7,,7,7,0,7,,1,0,0,6,,76,11,,,,44,13,13,,,22,,,,,,,,,,14,25,14,,,11,,,,,,,,3,3,4,1,,,2,,,,0.50,10,10,11,7
File,"AsyncRepairCallback.java",AsyncRepairCallback.java,1,1,1,1,6,0,6,0,,,,,2,0,0,4,,4,4,3,4,,0,0,1,3,,64,7,,,,37,15,10,,,20,,,,,,,,,,17,23,16,,,7,,,,,,,,2,2,2,1,,,0,,,,0.54,5,5,5,4
File,"AsyncResult.java",AsyncResult.java,1,1,2,1,12,0,12,0,,,,,1,0,1,5,,5,5,6,5,,0,0,0,5,,109,11,,,,81,25,31,,,17,,,,,,,,,,36,48,25,,,23,,,,,,,,4,4,6,1,,,3,,,,0.21,9,9,11,5
File,"AtomicSortedColumns.java",AtomicSortedColumns.java,1,1,1,1,7,0,7,0,,,,,3,1,1,39,,39,38,3,39,,9,3,0,27,,394,48,,,,293,71,113,,,55,,,,,,,,,,107,163,73,,,90,,,,,,,,13,13,14,4,,,3,,,,0.19,68,68,69,49
File,"Attributes.java",Attributes.java,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,3,0,,0,0,0,0,,32,2,,,,8,6,0,,,22,,,,,,,,,,5,6,6,,,0,,,,,,,,0,0,0,0,,,0,,,,2.75,0,0,0,0
File,"Attributes.java",Attributes.java,1,1,1,1,4,0,4,0,,,,,1,0,0,9,,9,9,3,9,,0,0,0,9,,79,12,,,,44,15,10,,,23,,,,,,,,,,15,25,15,,,10,,,,,,,,1,1,1,1,,,0,,,,0.52,9,9,9,9
File,"AuthenticatedUser.java",AuthenticatedUser.java,1,1,1,1,4,0,4,0,,,,,1,0,0,3,,3,3,2,3,,0,0,0,3,,52,6,,,,23,10,5,,,23,,,,,,,,,,10,14,9,,,5,,,,,,,,1,1,1,1,,,0,,,,1.00,3,3,3,3
File,"AuthenticationException.java",AuthenticationException.java,1,1,2,1,7,0,6,0,,,,,2,3,4,32,,30,29,5,32,,1,2,0,29,,354,55,,,,252,74,132,,,50,,,,,,,,,,112,174,67,,,107,,,,,,,,5,5,9,5,,,3,,,,0.20,61,61,66,44
File,"AuthenticationRequest.java",AuthenticationRequest.java,2,2,2,1,8,0,7,0,,,,,2,3,4,34,,32,31,5,34,,1,2,0,31,,399,61,,,,291,84,155,,,52,,,,,,,,,,133,203,80,,,123,,,,,,,,6,6,9,5,,,4,,,,0.18,68,68,73,46
File,"AuthorizationException.java",AuthorizationException.java,1,1,2,1,7,0,6,0,,,,,2,3,4,32,,30,29,5,32,,1,2,0,29,,354,55,,,,252,74,132,,,50,,,,,,,,,,112,174,67,,,107,,,,,,,,5,5,9,5,,,3,,,,0.20,61,61,66,44
File,"AutoSavingCache.java",AutoSavingCache.java,2,2,2,1,15,1,13,0,,,,,3,0,2,14,,14,14,6,14,,0,2,1,11,,286,42,,,,223,69,107,,,23,,,,,,,,,,99,143,74,,,69,,,,,,,,7,7,8,5,,,4,,,,0.10,36,36,39,18
File,"Avro.java",Avro.java,8,8,10,1,42,3,36,2,,,,,1,4,0,4,,4,0,0,4,,0,1,0,3,,217,20,,,,166,44,91,,,32,,,,,,,,,,68,102,43,,,59,,,,,,,,17,17,18,4,,,3,,,,0.19,34,34,41,7
File,"BatchCommitLogExecutorService.java",BatchCommitLogExecutorService.java,1,1,1,1,10,0,9,0,,,,,4,0,0,15,,15,15,6,15,,0,1,2,12,,197,24,,,,147,35,61,,,27,,,,,,,,,,53,80,34,,,46,,,,,,,,6,6,8,3,,,2,,,,0.18,26,26,28,17
File,"BatchStatement.java",BatchStatement.java,3,3,3,1,14,0,12,1,,,,,2,0,0,8,,8,8,3,8,,0,0,0,8,,176,19,,,,124,37,54,,,33,,,,,,,,,,49,85,41,,,44,,,,,,,,11,11,11,1,,,4,,,,0.27,27,27,28,8
File,"BatchStatement.java",BatchStatement.java,1,1,1,1,6,0,5,1,,,,,1,0,0,7,,7,7,4,7,,0,0,0,7,,101,15,,,,51,22,13,,,35,,,,,,,,,,24,34,22,,,12,,,,,,,,2,2,2,1,,,1,,,,0.69,8,8,8,7
File,"BigIntegerToken.java",BigIntegerToken.java,1,1,1,1,3,0,3,0,,,,,1,0,1,3,,3,3,0,3,,0,0,0,3,,41,5,,,,17,7,4,,,19,,,,,,,,,,6,10,7,,,3,,,,,,,,1,1,1,1,,,0,,,,1.12,3,3,3,3
File,"BigLongArray.java",BigLongArray.java,2,2,2,1,9,1,8,0,,,,,1,0,1,4,,4,4,4,4,,0,0,0,4,,78,12,,,,42,17,22,,,24,,,,,,,,,,25,34,18,,,16,,,,,,,,4,4,4,1,,,1,,,,0.57,9,9,11,4
File,"BitUtil.java",BitUtil.java,3,3,3,1,54,5,39,9,,,,,1,14,1,14,,14,0,0,14,,0,0,0,14,,815,94,,,,553,160,386,,,169,,,,,,,,,,383,436,160,,,276,,,,,,,,8,8,8,8,,,2,,,,0.31,52,52,52,24
File,"BloomCalculations.java",BloomCalculations.java,2,2,2,1,16,0,9,6,,,,,2,3,5,5,,5,2,2,5,,0,0,0,5,,186,16,,,,99,23,60,,,79,,,,,,,,,,37,52,23,,,29,,,,,,,,5,5,5,1,,,1,,,,0.80,10,10,10,5
File,"BloomFilter.java",BloomFilter.java,1,1,1,1,7,0,6,0,,,,,1,6,3,12,,12,6,1,12,,2,2,0,8,,141,18,,,,91,30,36,,,32,,,,,,,,,,37,58,33,,,25,,,,,,,,3,3,3,3,,,2,,,,0.35,18,18,18,14
File,"BloomFilterSerializer.java",BloomFilterSerializer.java,2,2,3,1,15,1,11,3,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,83,10,,,,45,21,22,,,31,,,,,,,,,,31,39,25,,,14,,,,,,,,3,3,4,1,,,2,,,,0.69,7,7,9,3
File,"BloomFilterTest.java",BloomFilterTest.java,1,1,1,1,7,0,7,0,,,,,1,1,0,11,,11,10,1,11,,0,0,0,11,,140,20,,,,100,43,38,,,20,,,,,,,,,,45,61,36,,,25,,,,,,,,3,3,3,1,,,2,,,,0.20,15,15,15,11
File,"BloomFilterTracker.java",BloomFilterTracker.java,1,1,1,1,6,0,6,0,,,,,1,0,0,6,,6,6,4,6,,0,0,0,6,,78,9,,,,49,15,18,,,20,,,,,,,,,,16,25,15,,,10,,,,,,,,1,1,1,1,,,1,,,,0.41,6,6,6,6
File,"BloomFilterTrackerTest.java",BloomFilterTrackerTest.java,1,1,1,1,11,0,11,0,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,72,7,,,,45,15,25,,,22,,,,,,,,,,30,34,12,,,22,,,,,,,,1,1,1,1,,,0,,,,0.49,3,3,3,3
File,"BooleanType.java",BooleanType.java,2,2,2,1,6,0,5,0,,,,,1,0,1,7,,7,7,0,7,,1,0,0,6,,83,15,,,,48,12,19,,,21,,,,,,,,,,15,29,12,,,17,,,,,,,,4,4,7,3,,,1,,,,0.44,14,14,19,11
File,"BootStrapper.java",BootStrapper.java,2,2,2,1,14,1,12,0,,,,,4,4,2,11,,11,7,5,11,,2,0,0,9,,222,30,,,,168,67,83,,,26,,,,,,,,,,90,119,69,,,50,,,,,,,,5,5,5,3,,,2,,,,0.15,26,26,26,17
File,"BootStrapperTest.java",BootStrapperTest.java,1,1,1,1,12,1,10,0,,,,,2,0,0,14,,14,14,0,14,,0,2,0,12,,215,28,,,,160,69,95,,,27,,,,,,,,,,104,130,76,,,54,,,,,,,,4,4,5,1,,,3,,,,0.17,22,22,23,14
File,"BootstrapTest.java",BootstrapTest.java,1,1,1,1,16,2,12,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,53,8,,,,25,15,9,,,21,,,,,,,,,,18,20,14,,,6,,,,,,,,1,1,1,1,,,0,,,,0.84,1,1,1,1
File,"BoundedStatsDeque.java",BoundedStatsDeque.java,1,1,1,1,6,0,6,0,,,,,1,0,0,5,,5,5,1,5,,0,0,0,5,,67,7,,,,38,11,9,,,22,,,,,,,,,,11,19,11,,,8,,,,,,,,3,3,3,1,,,2,,,,0.58,7,7,7,5
File,"BoundedStatsDequeTest.java",BoundedStatsDequeTest.java,1,1,1,1,43,5,34,5,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,78,12,,,,42,10,31,,,25,,,,,,,,,,35,37,9,,,28,,,,,,,,1,1,1,1,,,0,,,,0.60,1,1,1,1
File,"Bounds.java",Bounds.java,1,1,1,1,5,0,4,0,,,,,1,1,0,10,,10,9,0,10,,1,0,0,9,,103,14,,,,60,22,19,,,29,,,,,,,,,,23,36,20,,,16,,,,,,,,2,2,3,1,,,1,,,,0.48,14,14,17,10
File,"BufferedRandomAccessFileTest.java",BufferedRandomAccessFileTest.java,1,1,1,1,19,3,14,1,,,,,12,0,0,32,,32,32,0,32,,0,3,0,29,,642,135,,,,458,119,311,,,67,,,,,,,,,,305,353,122,,,231,,,,,,,,4,4,7,1,,,1,,,,0.15,44,44,50,32
File,"BufferedSegmentedFile.java",BufferedSegmentedFile.java,1,1,1,1,7,0,5,2,,,,,2,0,0,5,,5,5,0,5,,0,0,0,5,,76,7,,,,38,13,9,,,31,,,,,,,,,,11,19,13,,,6,,,,,,,,2,2,2,1,,,1,,,,0.82,6,6,6,5
File,"BulkLoader.java",BulkLoader.java,3,3,3,1,18,1,16,1,,,,,5,6,9,18,,18,12,16,18,,1,4,0,13,,442,48,,,,358,109,200,,,37,,,,,,,,,,189,253,117,,,136,,,,,,,,15,15,15,3,,,5,,,,0.10,54,54,55,20
File,"BulkOutputFormat.java",BulkOutputFormat.java,1,1,1,1,3,0,3,0,,,,,2,0,1,12,,12,12,0,12,,0,1,0,11,,96,16,,,,58,30,9,,,22,,,,,,,,,,17,32,24,,,8,,,,,,,,2,2,3,1,,,1,,,,0.38,13,13,14,12
File,"BulkRecordWriter.java",BulkRecordWriter.java,2,2,2,1,11,0,11,0,,,,,5,1,4,20,,16,19,18,20,,3,5,0,12,,354,34,,,,298,99,142,,,23,,,,,,,,,,131,189,99,,,90,,,,,,,,11,11,11,5,,,5,,,,0.08,50,50,53,26
File,"ByteBufferUtil.java",ByteBufferUtil.java,1,1,1,1,11,0,8,2,,,,,2,35,1,38,,38,3,0,38,,0,0,0,38,,536,60,,,,312,67,150,,,166,,,,,,,,,,127,195,76,,,119,,,,,,,,7,7,7,6,,,2,,,,0.53,68,68,74,52
File,"ByteBufferUtilTest.java",ByteBufferUtilTest.java,1,1,1,1,13,1,11,0,,,,,1,0,1,14,,14,14,0,14,,0,4,0,10,,251,37,,,,192,69,113,,,23,,,,,,,,,,124,144,61,,,83,,,,,,,,3,3,3,1,,,1,,,,0.12,18,18,18,14
File,"ByteOrderedPartitioner.java",ByteOrderedPartitioner.java,2,2,2,1,6,0,6,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,31,3,,,,11,4,3,,,17,,,,,,,,,,4,7,4,,,3,,,,,,,,2,2,2,1,,,1,,,,1.55,2,2,2,1
File,"ByteOrderedPartitionerTest.java",ByteOrderedPartitionerTest.java,1,1,1,1,4,0,4,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,27,1,,,,8,3,1,,,18,,,,,,,,,,2,4,3,,,1,,,,,,,,1,1,1,1,,,0,,,,2.25,1,1,1,1
File,"BytesReadTracker.java",BytesReadTracker.java,1,1,1,1,5,0,5,0,,,,,1,0,0,18,,18,18,2,18,,0,0,0,18,,152,21,,,,105,36,42,,,26,,,,,,,,,,48,67,36,,,31,,,,,,,,1,1,1,1,,,0,,,,0.25,18,18,18,18
File,"BytesReadTrackerTest.java",BytesReadTrackerTest.java,1,1,1,1,43,4,33,6,,,,,1,0,0,4,,4,4,0,4,,0,0,0,4,,215,24,,,,147,45,94,,,44,,,,,,,,,,92,103,41,,,62,,,,,,,,1,1,1,1,,,1,,,,0.30,4,4,4,4
File,"BytesToken.java",BytesToken.java,1,1,1,1,5,0,5,0,,,,,1,0,1,6,,6,6,0,6,,0,0,0,6,,72,11,,,,43,19,13,,,18,,,,,,,,,,17,26,16,,,10,,,,,,,,3,3,3,3,,,1,,,,0.42,8,8,8,8
